customer_id,churn_value,churn_label,customer_status,churn_category,churn_reason,tenure,tenure_cohort,cluster,early_churn,monthly_charges,total_charges,total_revenue,cltv,contract,payment_method,paperless_billing,satisfaction_score,number_of_referrals,online_security,online_backup,device_protection,premium_tech_support,streaming_tv,streaming_movies,streaming_music,num_streaming_services,has_security_service,total_services_used,avg_monthly_gb_download
7941-RCJOW,0,No,Stayed,Not Applicable,,65,25+,0,0,19.55,1218.65,4124.15,4309,Two Year,Credit card (automatic),Yes,5,0,No,No,No,No,No,No,No,0,0,0,0
7943-RQCHR,1,Yes,Churned,Competitor,Competitor offered more data,9,7–12,2,0,94.75,889.9,1010.53,2893,Month-to-Month,Electronic check,Yes,2,0,No,No,No,No,Yes,Yes,Yes,3,0,3,26
7945-HLKEA,0,No,Stayed,Not Applicable,,60,25+,1,0,64.75,4039.5,6436.5,6408,One Year,Electronic check,No,3,0,Yes,No,Yes,Yes,No,No,No,0,1,3,27
7945-PRBVF,0,No,Stayed,Not Applicable,,35,25+,0,0,21.45,705.45,1307.45,3967,Two Year,Bank transfer (automatic),No,3,0,No,No,No,No,No,No,No,0,0,0,0
7950-XWOVN,0,No,Stayed,Not Applicable,,11,7–12,2,0,34.7,383.55,511.02,4310,Month-to-Month,Mailed check,No,5,0,No,Yes,Yes,No,No,No,No,0,1,2,22
7951-QKZPL,1,Yes,Churned,Price,Long distance charges,33,25+,0,0,24.5,740.3,1870.48,5194,Two Year,Mailed check,Yes,3,1,No,No,No,No,No,No,No,0,0,0,0
7951-VRDVK,0,No,Stayed,Not Applicable,,36,25+,1,0,85.85,3003.55,3503.95,4898,One Year,Bank transfer (automatic),No,4,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,1,7,73
7952-OBOYL,0,No,Joined,Not Applicable,,3,0–3,2,0,89.85,244.45,319.75,4096,Month-to-Month,Mailed check,Yes,5,0,No,No,Yes,Yes,Yes,No,Yes,2,1,4,59
7954-MLBUN,0,No,Stayed,Not Applicable,,31,25+,2,0,99.45,3109.9,3378.07,2021,Two Year,Bank transfer (automatic),No,5,0,No,No,Yes,Yes,Yes,Yes,Yes,3,1,5,14
7956-XQWGU,0,No,Stayed,Not Applicable,,27,25+,0,0,19.4,460.25,500.59,5975,Month-to-Month,Credit card (automatic),Yes,4,0,No,No,No,No,No,No,No,0,0,0,0
7957-RYHQD,1,Yes,Churned,Price,Price too high,40,25+,2,0,79.2,3233.85,5028.25,3207,Month-to-Month,Credit card (automatic),Yes,1,0,Yes,Yes,No,No,No,No,No,0,1,2,4
7963-GQRMY,1,Yes,Churned,Price,Extra data charges,3,0–3,2,1,44.3,134.5,267.88,4903,Month-to-Month,Mailed check,No,2,1,No,No,No,No,No,No,Yes,1,0,1,51
7963-SHNDT,0,No,Stayed,Not Applicable,,52,25+,0,0,39.1,1982.1,2112.1,4247,Two Year,Mailed check,No,3,0,Yes,Yes,No,Yes,No,No,No,0,1,3,7
7964-VEXDG,0,No,Stayed,Not Applicable,,21,13–24,2,0,80.35,1747.2,2028.39,4579,Month-to-Month,Electronic check,No,3,0,Yes,No,No,No,No,No,No,0,1,1,24
7964-YESJC,0,No,Stayed,Not Applicable,,24,13–24,2,0,66.3,1559.45,1750.06,2235,Month-to-Month,Mailed check,No,3,6,Yes,Yes,Yes,No,No,No,No,0,1,3,27
7964-ZRKKG,0,No,Stayed,Not Applicable,,67,25+,1,0,88.4,5798.3,8317.5,6251,One Year,Bank transfer (automatic),Yes,5,1,No,Yes,No,No,Yes,No,No,1,1,2,23
7966-YOTQW,0,No,Stayed,Not Applicable,,10,7–12,2,0,54.5,568.2,908.0,4163,Month-to-Month,Credit card (automatic),Yes,4,0,Yes,No,No,No,No,No,No,0,1,1,59
7967-HYCDE,0,No,Stayed,Not Applicable,,8,7–12,2,0,70.7,553.4,888.84,4946,Month-to-Month,Bank transfer (automatic),No,5,0,No,No,No,No,No,No,Yes,1,0,1,59
7968-QUXNS,0,No,Stayed,Not Applicable,,6,4–6,0,0,18.95,110.15,275.39,5920,Month-to-Month,Mailed check,No,4,0,No,No,No,No,No,No,No,0,0,0,0
7969-AULMZ,1,Yes,Churned,Other,Moved,21,13–24,2,0,97.35,2119.5,2309.76,4321,Month-to-Month,Electronic check,Yes,3,0,No,No,No,No,Yes,Yes,Yes,3,0,3,10
7969-FFOWG,0,No,Stayed,Not Applicable,,65,25+,0,0,19.9,1292.6,2467.15,6312,Two Year,Mailed check,No,4,2,No,No,No,No,No,No,No,0,0,0,0
7971-HLVXI,0,No,Stayed,Not Applicable,,72,25+,1,0,84.5,6130.85,9298.85,6202,Two Year,Credit card (automatic),Yes,5,4,No,No,No,No,No,Yes,Yes,2,0,2,20
7973-DZRKH,0,No,Stayed,Not Applicable,,66,25+,1,0,90.95,5930.05,7717.99,6204,Two Year,Credit card (automatic),Yes,3,0,Yes,No,Yes,Yes,No,No,No,0,1,3,51
7975-JMZNT,0,No,Stayed,Not Applicable,,66,25+,1,0,91.7,6075.9,7611.72,5453,Two Year,Bank transfer (automatic),No,3,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,1,7,58
7975-TZMLR,0,No,Stayed,Not Applicable,,47,25+,1,0,103.1,4889.3,5671.38,5029,One Year,Electronic check,Yes,4,0,No,Yes,Yes,No,Yes,Yes,Yes,3,1,5,8
7976-CICYS,0,No,Stayed,Not Applicable,,4,4–6,0,0,20.7,83.75,191.91,3027,Month-to-Month,Credit card (automatic),Yes,4,0,No,No,No,No,No,No,No,0,0,0,0
7977-HXJKU,0,No,Stayed,Not Applicable,,21,13–24,0,0,19.6,397.0,976.6,2447,Two Year,Mailed check,No,3,0,No,No,No,No,No,No,No,0,0,0,0
7978-DKUQH,0,No,Stayed,Not Applicable,,25,25+,2,0,74.6,1797.75,2725.25,4591,Month-to-Month,Electronic check,Yes,5,7,No,No,Yes,No,No,No,No,0,1,1,82
7979-CORPM,1,Yes,Churned,Other,Don't know,24,13–24,2,0,90.55,2282.55,3144.87,5927,Month-to-Month,Credit card (automatic),Yes,2,0,No,Yes,No,No,Yes,No,No,1,1,2,5
7980-MHFLQ,0,No,Stayed,Not Applicable,,72,25+,0,0,24.9,1859.2,3170.32,5192,Two Year,Mailed check,No,3,5,No,No,No,No,No,No,No,0,0,0,0
7982-VCELR,0,No,Stayed,Not Applicable,,36,25+,2,0,94.8,3565.65,4242.43,2807,Month-to-Month,Credit card (automatic),Yes,4,0,No,Yes,No,No,Yes,Yes,Yes,3,1,4,71
7989-AWGEH,0,No,Stayed,Not Applicable,,49,25+,2,0,39.2,1838.15,1838.15,4810,Month-to-Month,Electronic check,Yes,4,8,Yes,No,No,No,No,Yes,Yes,2,1,3,47
7989-CHGTL,1,Yes,Churned,Competitor,Competitor made better offer,1,0–3,0,1,19.6,19.6,33.77,3448,Month-to-Month,Mailed check,Yes,1,0,No,No,No,No,No,No,No,0,0,0,0
7989-VCQOH,0,No,Stayed,Not Applicable,,18,13–24,2,0,83.25,1611.15,1796.37,2065,Month-to-Month,Electronic check,No,3,3,Yes,No,Yes,Yes,Yes,Yes,Yes,3,1,6,59
7993-NQLJE,0,No,Stayed,Not Applicable,,15,13–24,2,0,75.1,1151.55,1642.5,4634,Month-to-Month,Mailed check,No,4,7,Yes,No,No,No,No,No,No,0,1,1,17
7993-PYKOF,1,Yes,Churned,Dissatisfaction,Network reliability,8,7–12,2,0,75.0,632.95,675.67,2587,Month-to-Month,Electronic check,No,1,1,Yes,No,No,No,No,No,Yes,1,1,2,42
7994-UYIVZ,0,No,Stayed,Not Applicable,,8,7–12,2,0,85.65,659.45,1046.17,2512,Month-to-Month,Bank transfer (automatic),Yes,4,1,No,No,No,No,No,Yes,Yes,2,0,2,16
7994-XIRTR,0,No,Stayed,Not Applicable,,54,25+,1,0,65.25,3529.95,3774.44,6161,One Year,Bank transfer (automatic),No,4,0,No,No,Yes,Yes,No,Yes,No,1,1,3,6
7995-ZHHNZ,0,No,Stayed,Not Applicable,,42,25+,0,0,56.1,2386.85,3225.32,5904,One Year,Credit card (automatic),No,4,1,Yes,No,No,No,No,No,No,0,1,1,25
7996-BPXHY,0,No,Stayed,Not Applicable,,13,13–24,0,0,25.0,332.5,789.97,4734,Two Year,Bank transfer (automatic),Yes,4,5,No,No,No,No,No,No,No,0,0,0,0
7996-MHXLW,0,No,Stayed,Not Applicable,,66,25+,0,0,25.15,1683.6,3054.42,6141,Two Year,Credit card (automatic),Yes,5,0,No,No,No,No,No,No,No,0,0,0,0
7997-EASSD,0,No,Stayed,Not Applicable,,63,25+,1,0,81.2,4965.1,7412.65,6063,One Year,Credit card (automatic),Yes,3,1,No,No,No,Yes,No,No,No,0,0,1,27
7998-WNZEM,0,No,Stayed,Not Applicable,,71,25+,1,0,80.6,5708.2,6579.37,5447,Two Year,Bank transfer (automatic),No,4,0,Yes,Yes,Yes,Yes,No,Yes,Yes,2,1,6,21
7998-ZLXWN,0,No,Stayed,Not Applicable,,15,13–24,0,0,20.45,330.8,516.95,5184,Month-to-Month,Credit card (automatic),No,4,3,No,No,No,No,No,No,No,0,0,0,0
8000-REIQB,1,Yes,Churned,Competitor,Competitor made better offer,1,0–3,2,1,69.95,69.95,102.45,3208,Month-to-Month,Electronic check,Yes,2,0,No,No,No,No,No,No,No,0,0,0,27
8003-EWNDZ,0,No,Stayed,Not Applicable,,10,7–12,0,0,21.2,222.65,327.25,2066,Month-to-Month,Electronic check,Yes,4,0,No,No,No,No,No,No,No,0,0,0,0
8006-PYCSW,0,No,Joined,Not Applicable,,2,0–3,0,0,20.1,39.8,110.8,2051,Month-to-Month,Mailed check,No,5,0,No,No,No,No,No,No,No,0,0,0,0
8007-YYPWD,0,No,Stayed,Not Applicable,,15,13–24,0,0,25.05,369.1,983.65,5218,Two Year,Bank transfer (automatic),No,5,0,No,No,No,No,No,No,No,0,0,0,0
8008-ESFLK,0,No,Stayed,Not Applicable,,53,25+,1,0,110.5,5835.5,6189.54,4135,One Year,Electronic check,No,3,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,1,7,25
8008-HAWED,1,Yes,Churned,Competitor,Competitor had better devices,14,13–24,2,0,50.75,712.75,722.75,4883,Month-to-Month,Electronic check,Yes,1,0,No,No,Yes,No,Yes,Yes,Yes,3,1,4,6
8008-OTEZX,0,No,Stayed,Not Applicable,,35,25+,0,0,19.65,708.8,1348.95,3739,One Year,Mailed check,No,3,1,No,No,No,No,No,No,No,0,0,0,0
8010-EZLOU,1,Yes,Churned,Competitor,Competitor offered higher download speeds,15,13–24,2,0,80.2,1217.25,1398.45,4958,Month-to-Month,Electronic check,Yes,1,0,No,Yes,No,No,No,No,No,0,1,1,5
8012-SOUDQ,0,No,Stayed,Not Applicable,,43,25+,2,0,90.25,3838.75,4379.69,2223,One Year,Electronic check,Yes,4,0,No,Yes,No,No,Yes,No,No,1,1,2,26
8015-IHCGW,0,No,Stayed,Not Applicable,,72,25+,1,0,115.5,8425.15,11033.9,4017,Two Year,Electronic check,Yes,4,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,1,7,10
8016-NCFVO,0,No,Stayed,Not Applicable,,55,25+,1,0,116.5,6382.55,7994.05,4222,Month-to-Month,Electronic check,Yes,4,0,Yes,Yes,Yes,Yes,Yes,Yes,No,2,1,6,10
8016-ZMGMO,0,No,Stayed,Not Applicable,,66,25+,1,0,70.85,4738.85,7643.51,5572,One Year,Bank transfer (automatic),Yes,5,0,No,Yes,Yes,No,Yes,No,No,1,1,3,17
8017-LXHFA,1,Yes,Churned,Competitor,Competitor made better offer,23,13–24,2,0,94.75,2293.6,3010.51,2740,Month-to-Month,Electronic check,Yes,2,0,No,Yes,No,No,Yes,Yes,No,2,1,3,23
8017-UVSZU,0,No,Stayed,Not Applicable,,40,25+,2,0,56.6,2379.1,4310.7,3359,Month-to-Month,Credit card (automatic),No,5,5,No,Yes,No,No,No,No,No,0,1,1,23
8019-ENHXU,1,Yes,Churned,Dissatisfaction,Network reliability,42,25+,1,0,99.45,4138.05,5702.89,4624,Month-to-Month,Electronic check,Yes,2,1,No,Yes,Yes,Yes,No,Yes,Yes,2,1,5,9
8020-BWHYL,1,Yes,Churned,Competitor,Competitor offered more data,15,13–24,2,0,75.3,1147.45,1267.3,4526,Month-to-Month,Credit card (automatic),Yes,3,0,No,Yes,No,No,No,No,No,0,1,1,27
8022-BECSI,0,No,Stayed,Not Applicable,,22,13–24,0,0,19.6,422.5,872.62,2203,One Year,Mailed check,No,5,0,No,No,No,No,No,No,No,0,0,0,0
8023-QHAIO,0,No,Stayed,Not Applicable,,56,25+,1,0,76.85,4275.75,5939.11,6035,Month-to-Month,Bank transfer (automatic),Yes,3,7,No,No,No,Yes,No,No,No,0,0,1,29
8024-XNAFQ,0,No,Stayed,Not Applicable,,72,25+,1,0,107.4,7748.75,10003.07,5294,Two Year,Bank transfer (automatic),Yes,4,0,Yes,Yes,Yes,Yes,No,Yes,Yes,2,1,6,18
8028-PNXHQ,0,No,Stayed,Not Applicable,,62,25+,0,0,24.25,1424.6,4445.86,4444,Two Year,Bank transfer (automatic),Yes,5,4,No,No,No,No,No,No,No,0,0,0,0
8029-XYPWT,0,No,Stayed,Not Applicable,,71,25+,1,0,115.05,8016.6,11340.82,4438,Two Year,Bank transfer (automatic),Yes,4,1,Yes,Yes,Yes,Yes,Yes,Yes,No,2,1,6,18
8033-ATFAS,0,No,Stayed,Not Applicable,,39,25+,2,0,59.85,2341.5,4218.96,3900,Month-to-Month,Mailed check,Yes,3,4,No,No,Yes,No,Yes,No,No,1,1,2,23
8033-VCZGH,0,No,Stayed,Not Applicable,,50,25+,1,0,103.95,5231.3,6395.3,4363,One Year,Electronic check,Yes,3,0,Yes,No,Yes,No,Yes,Yes,Yes,3,1,5,51
8034-RYTVV,0,No,Stayed,Not Applicable,,55,25+,1,0,84.25,4589.85,7056.6,5735,One Year,Credit card (automatic),Yes,4,0,Yes,No,Yes,No,No,No,No,0,1,2,48
8035-BUYVG,1,Yes,Churned,Attitude,Attitude of support person,40,25+,0,0,42.35,1716.45,1716.45,5422,One Year,Electronic check,Yes,1,1,Yes,Yes,Yes,No,No,No,No,0,1,3,21
8035-PWSEV,0,No,Stayed,Not Applicable,,6,4–6,2,0,89.25,487.05,702.33,4430,Month-to-Month,Electronic check,Yes,3,0,No,No,Yes,Yes,No,Yes,Yes,2,1,4,10
8039-ACLPL,0,No,Stayed,Not Applicable,,72,25+,1,0,68.75,4888.2,5775.24,4505,Two Year,Credit card (automatic),No,3,6,Yes,Yes,Yes,No,No,Yes,Yes,2,1,5,59
8039-EQPIM,0,No,Stayed,Not Applicable,,69,25+,1,0,60.25,4055.5,4175.5,5717,Two Year,Bank transfer (automatic),No,3,7,Yes,No,Yes,Yes,Yes,Yes,Yes,3,1,6,59
8040-MNRTF,0,No,Joined,Not Applicable,,1,0–3,2,0,71.1,71.1,108.61,3029,Month-to-Month,Mailed check,No,5,0,No,No,No,No,No,No,No,0,0,0,10
8041-TMEID,0,No,Stayed,Not Applicable,,63,25+,1,0,108.5,6991.9,9330.46,6453,Two Year,Credit card (automatic),No,4,1,Yes,Yes,Yes,No,Yes,Yes,Yes,3,1,6,18
8042-JVNFH,1,Yes,Churned,Attitude,Attitude of support person,1,0–3,2,1,71.35,71.35,106.63,5730,Month-to-Month,Mailed check,Yes,3,0,No,No,No,No,No,No,Yes,1,0,1,51
8042-RNLKO,0,No,Stayed,Not Applicable,,66,25+,0,0,25.45,1699.15,3825.67,4163,One Year,Bank transfer (automatic),No,3,0,No,No,No,No,No,No,No,0,0,0,0
8043-PNYSD,0,No,Stayed,Not Applicable,,63,25+,0,0,19.55,1245.6,1917.81,6002,Two Year,Mailed check,No,5,4,No,No,No,No,No,No,No,0,0,0,0
8044-BGWPI,0,No,Stayed,Not Applicable,,12,7–12,0,0,21.15,306.05,712.85,5209,Month-to-Month,Electronic check,Yes,4,8,No,No,No,No,No,No,No,0,0,0,0
8046-DNVTL,0,No,Stayed,Not Applicable,,62,25+,2,0,38.6,2345.55,2345.55,4558,Two Year,Credit card (automatic),Yes,4,8,Yes,Yes,No,Yes,No,No,No,0,1,3,29
8048-DSDFQ,0,No,Joined,Not Applicable,,1,0–3,0,0,20.2,20.2,33.28,4496,Month-to-Month,Mailed check,No,5,0,No,No,No,No,No,No,No,0,0,0,0
8049-WJCLQ,0,No,Stayed,Not Applicable,,10,7–12,2,0,60.2,563.5,761.2,5318,Month-to-Month,Mailed check,No,4,5,No,No,Yes,No,Yes,No,No,1,1,2,12
8050-DVOJX,0,No,Stayed,Not Applicable,,49,25+,1,0,81.35,4060.9,6177.21,4537,Two Year,Credit card (automatic),No,4,0,Yes,Yes,Yes,Yes,No,Yes,Yes,2,1,6,10
8050-WYBND,0,No,Stayed,Not Applicable,,22,13–24,2,0,49.45,1031.4,1031.4,5941,One Year,Credit card (automatic),Yes,3,0,No,No,Yes,No,Yes,Yes,Yes,3,1,4,29
8050-XGRVL,0,No,Stayed,Not Applicable,,62,25+,1,0,54.75,3425.35,5457.89,5010,One Year,Credit card (automatic),No,4,5,Yes,No,Yes,No,No,No,No,0,1,2,71
8051-HJRLT,1,Yes,Churned,Attitude,Attitude of service provider,1,0–3,2,1,70.55,70.55,88.75,2146,Month-to-Month,Electronic check,Yes,3,0,No,No,No,No,No,No,No,0,0,0,13
8053-WWDRO,1,Yes,Churned,Competitor,Competitor made better offer,6,4–6,0,1,19.5,146.3,336.5,5579,Month-to-Month,Bank transfer (automatic),No,3,1,No,No,No,No,No,No,No,0,0,0,0
8058-DMYRU,0,No,Stayed,Not Applicable,,54,25+,1,0,90.05,4931.8,5935.12,5232,Two Year,Electronic check,Yes,5,0,No,Yes,No,No,No,Yes,No,1,1,2,14
8058-INTPH,1,Yes,Churned,Competitor,Competitor made better offer,1,0–3,2,1,79.65,79.65,102.13,2119,Month-to-Month,Electronic check,Yes,3,0,No,No,No,No,Yes,No,No,1,0,1,5
8058-JMEQO,1,Yes,Churned,Competitor,Competitor made better offer,9,7–12,2,0,84.45,762.5,878.69,3543,Month-to-Month,Electronic check,Yes,3,0,No,No,No,No,No,Yes,No,1,0,1,21
8059-UDZFY,0,No,Stayed,Not Applicable,,33,25+,1,0,105.35,3465.05,3885.8,4738,Two Year,Bank transfer (automatic),Yes,5,0,No,Yes,Yes,No,Yes,Yes,No,2,1,4,19
8060-HIWJJ,0,No,Stayed,Not Applicable,,64,25+,1,0,86.55,5632.55,6553.51,4934,Two Year,Credit card (automatic),No,4,0,No,Yes,Yes,Yes,Yes,Yes,Yes,3,1,6,7
8062-YBDOE,1,Yes,Churned,Other,Don't know,1,0–3,0,1,69.65,69.65,76.88,5844,Month-to-Month,Electronic check,Yes,2,0,No,No,No,No,No,No,No,0,0,0,2
8063-GBATB,1,Yes,Churned,Competitor,Competitor had better devices,27,25+,2,0,85.25,2287.25,3128.84,5172,Month-to-Month,Electronic check,Yes,1,0,No,No,No,No,No,Yes,Yes,2,0,2,25
8063-RJYNF,1,Yes,Churned,Competitor,Competitor offered higher download speeds,16,13–24,2,0,94.25,1483.25,1950.29,2827,Month-to-Month,Electronic check,Yes,1,0,Yes,No,No,No,Yes,Yes,Yes,3,1,4,59
8064-RAVOH,0,No,Joined,Not Applicable,,1,0–3,2,0,49.85,49.85,92.4,5323,Month-to-Month,Electronic check,Yes,4,0,No,No,Yes,No,No,No,No,0,1,1,25
8065-BVEPF,0,No,Stayed,Not Applicable,,65,25+,1,0,99.1,6496.15,7681.1,4574,Two Year,Bank transfer (automatic),Yes,4,0,No,Yes,Yes,No,Yes,Yes,Yes,3,1,5,3
8065-QBYTO,0,No,Stayed,Not Applicable,,71,25+,1,0,99.65,7181.25,7458.86,5448,One Year,Credit card (automatic),Yes,4,0,Yes,Yes,No,Yes,Yes,No,No,1,1,4,12
8065-YKXKD,1,Yes,Churned,Other,Don't know,10,7–12,2,0,74.75,799.65,855.95,5578,Month-to-Month,Electronic check,Yes,1,0,No,No,No,No,No,No,No,0,0,0,26
8066-POXGX,1,Yes,Churned,Attitude,Attitude of service provider,13,13–24,2,0,35.1,446.1,446.1,3104,Month-to-Month,Electronic check,Yes,3,0,No,No,No,No,No,Yes,Yes,2,0,2,53
8067-NIOYM,0,No,Stayed,Not Applicable,,24,13–24,0,0,21.1,490.65,985.05,4368,Two Year,Credit card (automatic),Yes,5,9,No,No,No,No,No,No,No,0,0,0,0
8069-RHUXK,0,No,Stayed,Not Applicable,,67,25+,0,0,35.7,2545.7,2545.7,5655,Two Year,Credit card (automatic),No,3,5,Yes,No,No,Yes,No,No,No,0,1,2,30
8069-YQQAJ,0,No,Stayed,Not Applicable,,14,13–24,0,0,31.1,419.7,419.7,3448,Month-to-Month,Mailed check,Yes,5,0,No,Yes,No,No,No,No,No,0,1,1,12
8070-AAWZP,0,No,Stayed,Not Applicable,,24,13–24,2,0,34.25,828.2,828.2,2525,Two Year,Mailed check,No,4,3,No,No,Yes,Yes,No,No,No,0,1,2,28
8071-SBTRN,0,No,Stayed,Not Applicable,,70,25+,1,0,111.15,7737.55,9311.79,4240,Two Year,Mailed check,Yes,4,0,Yes,Yes,Yes,No,Yes,Yes,Yes,3,1,6,17
8073-IJDCM,1,Yes,Churned,Price,Long distance charges,1,0–3,0,1,20.3,20.3,46.67,3830,Month-to-Month,Mailed check,Yes,3,0,No,No,No,No,No,No,No,0,0,0,0
8075-GXIUB,0,No,Stayed,Not Applicable,,9,7–12,0,0,19.85,183.15,388.26,5601,One Year,Credit card (automatic),No,3,3,No,No,No,No,No,No,No,0,0,0,0
8076-FEZKJ,0,No,Stayed,Not Applicable,,10,7–12,0,0,19.5,225.85,382.95,5039,One Year,Mailed check,No,3,0,No,No,No,No,No,No,No,0,0,0,0
8079-XRJRS,1,Yes,Churned,Dissatisfaction,Network reliability,65,25+,1,0,89.75,5769.6,8957.33,6110,One Year,Electronic check,No,1,5,Yes,Yes,Yes,No,No,No,No,0,1,3,16
8080-DDEMJ,1,Yes,Churned,Attitude,Attitude of support person,1,0–3,0,1,45.1,45.1,60.38,4499,Month-to-Month,Electronic check,No,2,0,No,No,No,No,No,No,No,0,0,0,14
8080-POTJR,0,No,Stayed,Not Applicable,,30,25+,2,0,79.3,2427.1,2629.3,2655,One Year,Credit card (automatic),Yes,3,0,Yes,No,Yes,No,Yes,Yes,Yes,3,1,5,18
8082-GHXOP,0,No,Stayed,Not Applicable,,13,13–24,0,0,44.0,659.35,1005.54,5611,Month-to-Month,Mailed check,No,3,0,No,No,No,No,No,No,Yes,1,0,1,27
8083-YTZES,1,Yes,Churned,Attitude,Attitude of support person,4,4–6,2,1,74.35,265.35,456.63,3622,Month-to-Month,Electronic check,Yes,1,0,No,No,No,No,No,No,No,0,0,0,13
8084-OIVBS,0,No,Stayed,Not Applicable,,11,7–12,0,0,20.0,211.95,723.34,3731,One Year,Mailed check,No,4,0,No,No,No,No,No,No,No,0,0,0,0
8085-MSNLK,0,No,Stayed,Not Applicable,,62,25+,1,0,113.95,6891.4,9537.56,6193,Two Year,Mailed check,No,3,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,1,7,51
8086-OVPWV,1,Yes,Churned,Competitor,Competitor made better offer,2,0–3,2,1,80.2,181.1,244.04,2384,Month-to-Month,Electronic check,Yes,1,0,No,No,No,No,No,Yes,Yes,2,0,2,10
8087-LGYHQ,0,No,Stayed,Not Applicable,,9,7–12,2,0,94.05,811.65,951.42,3475,Month-to-Month,Electronic check,Yes,4,0,No,No,Yes,No,Yes,Yes,Yes,3,1,4,14
8089-UZWLX,0,No,Stayed,Not Applicable,,71,25+,1,0,104.05,7413.55,10811.61,4113,Two Year,Bank transfer (automatic),No,5,0,No,No,Yes,No,Yes,Yes,No,2,1,3,16
8091-TTVAX,0,No,Stayed,Not Applicable,,58,25+,1,0,100.35,5681.1,6011.12,6432,One Year,Credit card (automatic),No,3,7,No,No,Yes,No,Yes,Yes,Yes,3,1,4,10
8092-NLTGF,0,No,Stayed,Not Applicable,,72,25+,0,0,24.75,1777.6,3886.48,5398,Two Year,Bank transfer (automatic),No,5,0,No,No,No,No,No,No,No,0,0,0,0
8095-WANWK,0,No,Stayed,Not Applicable,,10,7–12,0,0,45.25,428.7,419.3,5369,Month-to-Month,Mailed check,No,5,0,No,No,No,No,No,No,No,0,0,0,29
8096-LOIST,0,No,Stayed,Not Applicable,,19,13–24,2,0,56.2,1093.4,1857.58,3384,Month-to-Month,Electronic check,Yes,5,0,No,No,No,No,No,Yes,Yes,2,0,2,22
8097-OMULG,0,No,Stayed,Not Applicable,,59,25+,1,0,76.75,4541.9,5482.36,5918,One Year,Credit card (automatic),No,4,1,No,Yes,Yes,Yes,Yes,Yes,Yes,3,1,6,19
8097-VBQTZ,0,No,Stayed,Not Applicable,,54,25+,1,0,69.9,3883.3,5374.78,6092,Month-to-Month,Mailed check,Yes,4,0,Yes,Yes,No,Yes,Yes,No,No,1,1,4,24
8098-LLAZX,1,Yes,Churned,Competitor,Competitor made better offer,4,4–6,2,1,95.45,396.1,522.54,3677,Month-to-Month,Electronic check,Yes,3,0,No,No,No,No,Yes,Yes,No,2,0,2,2
8098-TDCBU,0,No,Stayed,Not Applicable,,42,25+,0,0,25.25,1108.2,2520.66,3052,Two Year,Electronic check,No,4,9,No,No,No,No,No,No,No,0,0,0,0
8099-MZPUJ,0,No,Stayed,Not Applicable,,48,25+,1,0,111.8,5443.65,6047.01,3922,Two Year,Credit card (automatic),No,3,10,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,1,7,18
8100-HZZLJ,0,No,Stayed,Not Applicable,,43,25+,2,0,63.95,2737.05,2977.85,4205,Month-to-Month,Electronic check,Yes,3,0,Yes,Yes,No,No,No,Yes,Yes,2,1,4,30
8100-PNJMH,0,No,Stayed,Not Applicable,,68,25+,1,0,88.85,6132.7,8962.18,5228,Two Year,Credit card (automatic),Yes,4,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,1,7,14
8104-OSKWT,0,No,Stayed,Not Applicable,,12,7–12,2,0,79.8,1001.2,1152.71,5906,Month-to-Month,Electronic check,Yes,3,0,Yes,No,No,No,No,No,No,0,1,1,14
8106-GWQOK,0,No,Stayed,Not Applicable,,38,25+,2,0,60.0,2193.2,2193.2,2187,Two Year,Bank transfer (automatic),Yes,3,5,Yes,Yes,No,Yes,Yes,Yes,Yes,3,1,6,25
8107-KNCIM,0,No,Stayed,Not Applicable,,14,13–24,2,0,75.1,1013.35,1649.79,3771,Two Year,Electronic check,Yes,4,8,No,No,No,No,No,No,No,0,0,0,4
8107-RZLNV,0,No,Stayed,Not Applicable,,72,25+,1,0,106.3,7565.35,8651.83,4634,Two Year,Bank transfer (automatic),Yes,5,10,No,Yes,Yes,No,Yes,Yes,Yes,3,1,5,85
8108-UXRQN,0,No,Stayed,Not Applicable,,11,7–12,2,0,50.55,565.35,565.35,3443,Month-to-Month,Electronic check,No,3,1,Yes,No,No,No,Yes,Yes,Yes,3,1,4,41
8109-YUOHE,0,No,Stayed,Not Applicable,,17,13–24,2,0,56.1,946.95,1566.94,5025,One Year,Mailed check,No,3,0,Yes,Yes,No,No,No,No,No,0,1,2,15
8111-BKVDS,0,No,Stayed,Not Applicable,,10,7–12,2,0,40.7,449.3,449.3,2164,Month-to-Month,Bank transfer (automatic),No,5,0,Yes,Yes,Yes,No,No,No,No,0,1,3,24
8111-RKSPX,1,Yes,Churned,Dissatisfaction,Service dissatisfaction,4,4–6,2,1,72.2,305.55,425.47,5668,Month-to-Month,Bank transfer (automatic),Yes,2,0,No,No,No,No,No,No,Yes,1,0,1,71
